LN_Ra_,LN_St_,LN_Re_,LN_LbyD_,LN_Fo_,LN_MF_
19.85056914,1.609437912,7.783224016,0,-0.31302126,-0.653926467
19.85056914,1.609437912,7.783224016,0,-0.308845889,-0.644357016
19.85056914,1.609437912,7.783224016,0,-0.304687879,-0.634878272
19.85056914,1.609437912,7.783224016,0,-0.300547086,-0.625488532
19.85056914,1.609437912,7.783224016,0,-0.296386295,-0.616186139
19.85056914,1.609437912,7.783224016,0,-0.292242745,-0.606969484
19.85056914,1.609437912,7.783224016,0,-0.288116293,-0.597837001
19.85056914,1.609437912,7.783224016,0,-0.283970183,-0.588787165
19.85056914,1.609437912,7.783224016,0,-0.279841192,-0.579818495
19.85056914,1.609437912,7.783224016,0,-0.275729179,-0.570929548
19.85056914,1.609437912,7.783224016,0,-0.271597841,-0.562118918
19.85056914,1.609437912,7.783224016,0,-0.267519517,-0.553385238
19.85056914,1.609437912,7.783224016,0,-0.263386017,-0.544727175
19.85056914,1.609437912,7.783224016,0,-0.259305255,-0.536143432
19.85056914,1.609437912,7.783224016,0,-0.255205501,-0.527632742
19.85056914,1.609437912,7.783224016,0,-0.251122486,-0.519193873
19.85056914,1.609437912,7.783224016,0,-0.247056074,-0.510825624
19.85056914,1.609437912,7.783224016,0,-0.242970986,-0.502526821
19.85056914,1.609437912,7.783224016,0,-0.238902518,-0.494296322
19.85056914,1.609437912,7.783224016,0,-0.234850536,-0.486133011
19.85056914,1.609437912,7.783224016,0,-0.230780186,-0.478035801
19.85056914,1.609437912,7.783224016,0,-0.226726337,-0.470003629
19.85056914,1.609437912,7.783224016,0,-0.222654417,-0.46203546
19.85056914,1.609437912,7.783224016,0,-0.218599011,-0.45413028
19.85056914,1.609437912,7.783224016,0,-0.214559984,-0.446287103
19.85056914,1.609437912,7.783224016,0,-0.210503184,-0.438504962
19.85056914,1.609437912,7.783224016,0,-0.206462774,-0.430782916
19.85056914,1.609437912,7.783224016,0,-0.202404876,-0.423120043
19.85056914,1.609437912,7.783224016,0,-0.19839699,-0.415515444
19.85056914,1.609437912,7.783224016,0,-0.194338148,-0.407968238
19.85056914,1.609437912,7.783224016,0,-0.190295713,-0.400477567
19.85056914,1.609437912,7.783224016,0,-0.186269554,-0.393042588
19.85056914,1.609437912,7.783224016,0,-0.182226467,-0.385662481
19.85056914,1.609437912,7.783224016,0,-0.17816672,-0.378336441
19.85056914,1.609437912,7.783224016,0,-0.174123389,-0.371063681
19.85056914,1.609437912,7.783224016,0,-0.17009634,-0.363843433
19.85056914,1.609437912,7.783224016,0,-0.1660529,-0.356674944
19.85056914,1.609437912,7.783224016,0,-0.161993333,-0.349557476
19.85056914,1.609437912,7.783224016,0,-0.157917899,-0.342490309
19.85056914,1.609437912,7.783224016,0,-0.153859008,-0.335472736
19.85056914,1.609437912,7.783224016,0,-0.149784506,-0.328504067
19.85056914,1.609437912,7.783224016,0,-0.145726539,-0.321583624
19.85056914,1.609437912,7.783224016,0,-0.141621456,-0.314710745
19.85056914,1.609437912,7.783224016,0,-0.137533156,-0.30788478
19.85056914,1.609437912,7.783224016,0,-0.133430003,-0.301105093
19.85056914,1.609437912,7.783224016,0,-0.129312249,-0.294371061
19.85056914,1.609437912,7.783224016,0,-0.12521138,-0.287682072
19.85056914,1.609437912,7.783224016,0,-0.121096148,-0.28103753
19.85056914,1.609437912,7.783224016,0,-0.116935814,-0.274436846
19.85056914,1.609437912,7.783224016,0,-0.112792717,-0.267879445
19.85056914,1.609437912,7.783224016,0,-0.108635987,-0.261364764
19.85056914,1.609437912,7.783224016,0,-0.104465865,-0.25489225
19.85056914,1.609437912,7.783224016,0,-0.100252118,-0.248461359
19.85056914,1.609437912,7.783224016,0,-0.096056053,-0.242071561
19.85056914,1.609437912,7.783224016,0,-0.091847305,-0.235722334
19.85056914,1.609437912,7.783224016,0,-0.087596021,-0.229413164
19.85056914,1.609437912,7.783224016,0,-0.083332775,-0.223143551
19.85056914,1.609437912,7.783224016,0,-0.079057795,-0.216913002
19.85056914,1.609437912,7.783224016,0,-0.074771308,-0.210721031
19.85056914,1.609437912,7.783224016,0,-0.070473541,-0.204567166
19.85056914,1.609437912,7.783224016,0,-0.066135267,-0.198450939
19.85056914,1.609437912,7.783224016,0,-0.061757093,-0.192371893
19.85056914,1.609437912,7.783224016,0,-0.057368811,-0.186329578
19.85056914,1.609437912,7.783224016,0,-0.052970639,-0.180323554
19.85056914,1.609437912,7.783224016,0,-0.048533856,-0.174353387
19.85056914,1.609437912,7.783224016,0,-0.044059059,-0.168418652
19.85056914,1.609437912,7.783224016,0,-0.039546844,-0.162518929
19.85056914,1.609437912,7.783224016,0,-0.035026351,-0.15665381
19.85056914,1.609437912,7.783224016,0,-0.030469366,-0.15082289
19.85056914,1.609437912,7.783224016,0,-0.025848194,-0.145025772
19.85056914,1.609437912,7.783224016,0,-0.021163816,-0.139262067
19.85056914,1.609437912,7.783224016,0,-0.016473258,-0.133531393
19.85056914,1.609437912,7.783224016,0,-0.011720928,-0.127833372
19.85056914,1.609437912,7.783224016,0,-0.00690781,-0.122167634
19.85056914,1.609437912,7.783224016,0,-0.002062504,-0.116533816
19.85056914,1.609437912,7.783224016,0,0.002841898,-0.110931561
19.85056914,1.609437912,7.783224016,0,0.007831764,-0.105360516
19.85056914,1.609437912,7.783224016,0,0.012878491,-0.099820335
19.85056914,1.609437912,7.783224016,0,0.018008169,-0.094310679
19.85056914,1.609437912,7.783224016,0,0.023192466,-0.088831214
19.85056914,1.609437912,7.783224016,0,0.028457191,-0.083381609
19.85056914,1.609437912,7.783224016,0,0.03380094,-0.077961541
19.85056914,1.609437912,7.783224016,0,0.039248806,-0.072570693
19.85056914,1.609437912,7.783224016,0,0.044772587,-0.06720875
19.85056914,1.609437912,7.783224016,0,0.050449493,-0.061875404
19.85056914,1.609437912,7.783224016,0,0.056198587,-0.056570351
19.85056914,1.609437912,7.783224016,0,0.062096164,-0.051293294
19.85056914,1.609437912,7.783224016,0,0.068113666,-0.046043939
19.85056914,1.609437912,7.783224016,0,0.074274324,-0.040821995
19.85056914,1.609437912,7.783224016,0,0.080600715,-0.035627178
19.85056914,1.609437912,7.783224016,0,0.087114735,-0.030459207
19.85056914,1.609437912,7.783224016,0,0.093887765,-0.025317808
19.85056914,1.609437912,7.783224016,0,0.100939204,-0.020202707
19.85056914,1.609437912,7.783224016,0,0.108411281,-0.015113638
19.85056914,1.609437912,7.783224016,0,0.116441474,-0.010050336
19.85056914,1.609437912,7.783224016,0,0.125502361,-0.005012542
19.85056914,1.609437912,7.783224016,0,0.14005641,6.66134E-16
19.85056914,1.609437912,7.783224016,0.693147181,-1.861730342,-5.298317367
19.85056914,1.609437912,7.783224016,0.693147181,-1.624147378,-4.605170186
19.85056914,1.609437912,7.783224016,0.693147181,-1.465769879,-4.199705078
19.85056914,1.609437912,7.783224016,0.693147181,-1.341021122,-3.912023005
19.85056914,1.609437912,7.783224016,0.693147181,-1.240551366,-3.688879454
19.85056914,1.609437912,7.783224016,0.693147181,-1.159226574,-3.506557897
19.85056914,1.609437912,7.783224016,0.693147181,-1.08908635,-3.352407217
19.85056914,1.609437912,7.783224016,0.693147181,-1.027002924,-3.218875825
19.85056914,1.609437912,7.783224016,0.693147181,-0.97087567,-3.101092789
19.85056914,1.609437912,7.783224016,0.693147181,-0.919596931,-2.995732274
19.85056914,1.609437912,7.783224016,0.693147181,-0.874117657,-2.900422094
19.85056914,1.609437912,7.783224016,0.693147181,-0.833277165,-2.813410717
19.85056914,1.609437912,7.783224016,0.693147181,-0.795626098,-2.733368009
19.85056914,1.609437912,7.783224016,0.693147181,-0.76075594,-2.659260037
19.85056914,1.609437912,7.783224016,0.693147181,-0.728316272,-2.590267165
19.85056914,1.609437912,7.783224016,0.693147181,-0.69811405,-2.525728644
19.85056914,1.609437912,7.783224016,0.693147181,-0.669443144,-2.465104022
19.85056914,1.609437912,7.783224016,0.693147181,-0.642042715,-2.407945609
19.85056914,1.609437912,7.783224016,0.693147181,-0.616700026,-2.353878387
19.85056914,1.609437912,7.783224016,0.693147181,-0.593180218,-2.302585093
19.85056914,1.609437912,7.783224016,0.693147181,-0.571029989,-2.253794929
19.85056914,1.609437912,7.783224016,0.693147181,-0.550219543,-2.207274913
19.85056914,1.609437912,7.783224016,0.693147181,-0.530254834,-2.162823151
19.85056914,1.609437912,7.783224016,0.693147181,-0.511002506,-2.120263536
19.85056914,1.609437912,7.783224016,0.693147181,-0.492519711,-2.079441542
19.85056914,1.609437912,7.783224016,0.693147181,-0.475081308,-2.040220829
19.85056914,1.609437912,7.783224016,0.693147181,-0.458639209,-2.002480501
19.85056914,1.609437912,7.783224016,0.693147181,-0.444223687,-1.966112856
19.85056914,1.609437912,7.783224016,0.693147181,-0.430860839,-1.931021537
19.85056914,1.609437912,7.783224016,0.693147181,-0.418344082,-1.897119985
19.85056914,1.609437912,7.783224016,0.693147181,-0.406354429,-1.864330162
19.85056914,1.609437912,7.783224016,0.693147181,-0.394506827,-1.832581464
19.85056914,1.609437912,7.783224016,0.693147181,-0.383000062,-1.801809805
19.85056914,1.609437912,7.783224016,0.693147181,-0.371704141,-1.771956842
19.85056914,1.609437912,7.783224016,0.693147181,-0.360652987,-1.742969305
19.85056914,1.609437912,7.783224016,0.693147181,-0.349879054,-1.714798428
19.85056914,1.609437912,7.783224016,0.693147181,-0.339568281,-1.687399454
19.85056914,1.609437912,7.783224016,0.693147181,-0.330206035,-1.660731207
19.85056914,1.609437912,7.783224016,0.693147181,-0.321614752,-1.63475572
19.85056914,1.609437912,7.783224016,0.693147181,-0.313473698,-1.609437912
19.85056914,1.609437912,7.783224016,0.693147181,-0.305697696,-1.5847453
19.85056914,1.609437912,7.783224016,0.693147181,-0.298204511,-1.560647748
19.85056914,1.609437912,7.783224016,0.693147181,-0.290914528,-1.537117251
19.85056914,1.609437912,7.783224016,0.693147181,-0.283823733,-1.514127733
19.85056914,1.609437912,7.783224016,0.693147181,-0.276928286,-1.491654877
19.85056914,1.609437912,7.783224016,0.693147181,-0.270224512,-1.46967597
19.85056914,1.609437912,7.783224016,0.693147181,-0.263708893,-1.448169765
19.85056914,1.609437912,7.783224016,0.693147181,-0.257342406,-1.427116356
19.85056914,1.609437912,7.783224016,0.693147181,-0.251122486,-1.406497068
19.85056914,1.609437912,7.783224016,0.693147181,-0.245011444,-1.386294361
19.85056914,1.609437912,7.783224016,0.693147181,-0.239042535,-1.366491734
19.85056914,1.609437912,7.783224016,0.693147181,-0.233178644,-1.347073648
19.85056914,1.609437912,7.783224016,0.693147181,-0.227418139,-1.328025453
19.85056914,1.609437912,7.783224016,0.693147181,-0.221759439,-1.30933332
19.85056914,1.609437912,7.783224016,0.693147181,-0.21620101,-1.290984181
19.85056914,1.609437912,7.783224016,0.693147181,-0.210775394,-1.272965676
19.85056914,1.609437912,7.783224016,0.693147181,-0.205412905,-1.255266099
19.85056914,1.609437912,7.783224016,0.693147181,-0.200112689,-1.237874356
19.85056914,1.609437912,7.783224016,0.693147181,-0.194907404,-1.220779923
19.85056914,1.609437912,7.783224016,0.693147181,-0.189795722,-1.203972804
19.85056914,1.609437912,7.783224016,0.693147181,-0.184776348,-1.187443502
19.85056914,1.609437912,7.783224016,0.693147181,-0.179782043,-1.171182982
19.85056914,1.609437912,7.783224016,0.693147181,-0.174878217,-1.15518264
19.85056914,1.609437912,7.783224016,0.693147181,-0.170063666,-1.139434283
19.85056914,1.609437912,7.783224016,0.693147181,-0.165272184,-1.123930097
19.85056914,1.609437912,7.783224016,0.693147181,-0.160568277,-1.108662625
19.85056914,1.609437912,7.783224016,0.693147181,-0.155918608,-1.093624747
19.85056914,1.609437912,7.783224016,0.693147181,-0.151354592,-1.078809661
19.85056914,1.609437912,7.783224016,0.693147181,-0.146811311,-1.064210862
19.85056914,1.609437912,7.783224016,0.693147181,-0.142352137,-1.049822124
19.85056914,1.609437912,7.783224016,0.693147181,-0.137912758,-1.03563749
19.85056914,1.609437912,7.783224016,0.693147181,-0.133556003,-1.021651248
19.85056914,1.609437912,7.783224016,0.693147181,-0.129249513,-1.007857925
19.85056914,1.609437912,7.783224016,0.693147181,-0.12496149,-0.994252273
19.85056914,1.609437912,7.783224016,0.693147181,-0.120753975,-0.980829253
19.85056914,1.609437912,7.783224016,0.693147181,-0.116595062,-0.967584026
19.85056914,1.609437912,7.783224016,0.693147181,-0.112484218,-0.954511945
19.85056914,1.609437912,7.783224016,0.693147181,-0.108420924,-0.94160854
19.85056914,1.609437912,7.783224016,0.693147181,-0.104374073,-0.928869514
19.85056914,1.609437912,7.783224016,0.693147181,-0.100404481,-0.916290732
19.85056914,1.609437912,7.783224016,0.693147181,-0.09642023,-0.903868212
19.85056914,1.609437912,7.783224016,0.693147181,-0.092512259,-0.891598119
19.85056914,1.609437912,7.783224016,0.693147181,-0.088619501,-0.879476759
19.85056914,1.609437912,7.783224016,0.693147181,-0.084741838,-0.867500568
19.85056914,1.609437912,7.783224016,0.693147181,-0.080909039,-0.85566611
19.85056914,1.609437912,7.783224016,0.693147181,-0.077090874,-0.84397007
19.85056914,1.609437912,7.783224016,0.693147181,-0.073287232,-0.832409248
19.85056914,1.609437912,7.783224016,0.693147181,-0.069498003,-0.820980552
19.85056914,1.609437912,7.783224016,0.693147181,-0.065752515,-0.809680997
19.85056914,1.609437912,7.783224016,0.693147181,-0.061991676,-0.798507696
19.85056914,1.609437912,7.783224016,0.693147181,-0.058244928,-0.78745786
19.85056914,1.609437912,7.783224016,0.693147181,-0.054541274,-0.776528789
19.85056914,1.609437912,7.783224016,0.693147181,-0.050822286,-0.765717873
19.85056914,1.609437912,7.783224016,0.693147181,-0.047117077,-0.755022584
19.85056914,1.609437912,7.783224016,0.693147181,-0.043454333,-0.744440475
19.85056914,1.609437912,7.783224016,0.693147181,-0.039776274,-0.733969175
19.85056914,1.609437912,7.783224016,0.693147181,-0.036111693,-0.723606388
19.85056914,1.609437912,7.783224016,0.693147181,-0.032488966,-0.713349888
19.85056914,1.609437912,7.783224016,0.693147181,-0.028850944,-0.703197516
19.85056914,1.609437912,7.783224016,0.693147181,-0.02522611,-0.693147181
19.85056914,1.609437912,7.783224016,0.693147181,-0.021614368,-0.68319685
19.85056914,1.609437912,7.783224016,0.693147181,-0.01798756,-0.673344553
19.85056914,1.609437912,7.783224016,0.693147181,-0.014373857,-0.663588378
19.85056914,1.609437912,7.783224016,0.693147181,-0.010745305,-0.653926467
19.85056914,1.609437912,7.783224016,0.693147181,-0.007129871,-0.644357016
19.85056914,1.609437912,7.783224016,0.693147181,-0.003527462,-0.634878272
19.85056914,1.609437912,7.783224016,0.693147181,0.000117138,-0.625488532
19.85056914,1.609437912,7.783224016,0.693147181,0.003721043,-0.616186139
19.85056914,1.609437912,7.783224016,0.693147181,0.007366731,-0.606969484
19.85056914,1.609437912,7.783224016,0.693147181,0.010999175,-0.597837001
19.85056914,1.609437912,7.783224016,0.693147181,0.014618473,-0.588787165
19.85056914,1.609437912,7.783224016,0.693147181,0.018278849,-0.579818495
19.85056914,1.609437912,7.783224016,0.693147181,0.021925875,-0.570929548
19.85056914,1.609437912,7.783224016,0.693147181,0.025559649,-0.562118918
19.85056914,1.609437912,7.783224016,0.693147181,0.029207037,-0.553385238
19.85056914,1.609437912,7.783224016,0.693147181,0.03284117,-0.544727175
19.85056914,1.609437912,7.783224016,0.693147181,0.036515295,-0.536143432
19.85056914,1.609437912,7.783224016,0.693147181,0.040149493,-0.527632742
19.85056914,1.609437912,7.783224016,0.693147181,0.043823295,-0.519193873
19.85056914,1.609437912,7.783224016,0.693147181,0.04748365,-0.510825624
19.85056914,1.609437912,7.783224016,0.693147181,0.051130656,-0.502526821
19.85056914,1.609437912,7.783224016,0.693147181,0.054790504,-0.494296322
19.85056914,1.609437912,7.783224016,0.693147181,0.058463005,-0.486133011
19.85056914,1.609437912,7.783224016,0.693147181,0.062122067,-0.478035801
19.85056914,1.609437912,7.783224016,0.693147181,0.065793599,-0.470003629
19.85056914,1.609437912,7.783224016,0.693147181,0.0694517,-0.46203546
19.85056914,1.609437912,7.783224016,0.693147181,0.073147708,-0.45413028
19.85056914,1.609437912,7.783224016,0.693147181,0.07680458,-0.446287103
19.85056914,1.609437912,7.783224016,0.693147181,0.080498993,-0.438504962
19.85056914,1.609437912,7.783224016,0.693147181,0.084179807,-0.430782916
19.85056914,1.609437912,7.783224016,0.693147181,0.087872368,-0.423120043
19.85056914,1.609437912,7.783224016,0.693147181,0.091551344,-0.415515444
19.85056914,1.609437912,7.783224016,0.693147181,0.095266954,-0.407968238
19.85056914,1.609437912,7.783224016,0.693147181,0.098968809,-0.400477567
19.85056914,1.609437912,7.783224016,0.693147181,0.102681885,-0.393042588
19.85056914,1.609437912,7.783224016,0.693147181,0.106381225,-0.385662481
19.85056914,1.609437912,7.783224016,0.693147181,0.110091621,-0.378336441
19.85056914,1.609437912,7.783224016,0.693147181,0.113837498,-0.371063681
19.85056914,1.609437912,7.783224016,0.693147181,0.117569395,-0.363843433
19.85056914,1.609437912,7.783224016,0.693147181,0.121287417,-0.356674944
19.85056914,1.609437912,7.783224016,0.693147181,0.125040315,-0.349557476
19.85056914,1.609437912,7.783224016,0.693147181,0.128803415,-0.342490309
19.85056914,1.609437912,7.783224016,0.693147181,0.132552406,-0.335472736
19.85056914,1.609437912,7.783224016,0.693147181,0.136335498,-0.328504067
19.85056914,1.609437912,7.783224016,0.693147181,0.140104331,-0.321583624
19.85056914,1.609437912,7.783224016,0.693147181,0.143906754,-0.314710745
19.85056914,1.609437912,7.783224016,0.693147181,0.147718551,-0.30788478
19.85056914,1.609437912,7.783224016,0.693147181,0.151515874,-0.301105093
19.85056914,1.609437912,7.783224016,0.693147181,0.155346028,-0.294371061
19.85056914,1.609437912,7.783224016,0.693147181,0.159185075,-0.287682072
19.85056914,1.609437912,7.783224016,0.693147181,0.163056275,-0.28103753
19.85056914,1.609437912,7.783224016,0.693147181,0.166912546,-0.274436846
19.85056914,1.609437912,7.783224016,0.693147181,0.170800476,-0.267879445
19.85056914,1.609437912,7.783224016,0.693147181,0.17471964,-0.261364764
19.85056914,1.609437912,7.783224016,0.693147181,0.178623504,-0.25489225
19.85056914,1.609437912,7.783224016,0.693147181,0.182558116,-0.248461359
19.85056914,1.609437912,7.783224016,0.693147181,0.186523056,-0.242071561
19.85056914,1.609437912,7.783224016,0.693147181,0.19049512,-0.235722334
19.85056914,1.609437912,7.783224016,0.693147181,0.194496853,-0.229413164
19.85056914,1.609437912,7.783224016,0.693147181,0.198527838,-0.223143551
19.85056914,1.609437912,7.783224016,0.693147181,0.202565149,-0.216913002
19.85056914,1.609437912,7.783224016,0.693147181,0.206653481,-0.210721031
19.85056914,1.609437912,7.783224016,0.693147181,0.210747492,-0.204567166
19.85056914,1.609437912,7.783224016,0.693147181,0.214891514,-0.198450939
19.85056914,1.609437912,7.783224016,0.693147181,0.219040575,-0.192371893
19.85056914,1.609437912,7.783224016,0.693147181,0.223238641,-0.186329578
19.85056914,1.609437912,7.783224016,0.693147181,0.227485025,-0.180323554
19.85056914,1.609437912,7.783224016,0.693147181,0.231757179,-0.174353387
19.85056914,1.609437912,7.783224016,0.693147181,0.236076463,-0.168418652
19.85056914,1.609437912,7.783224016,0.693147181,0.240420518,-0.162518929
19.85056914,1.609437912,7.783224016,0.693147181,0.244832099,-0.15665381
19.85056914,1.609437912,7.783224016,0.693147181,0.249288751,-0.15082289
19.85056914,1.609437912,7.783224016,0.693147181,0.253811173,-0.145025772
19.85056914,1.609437912,7.783224016,0.693147181,0.258377099,-0.139262067
19.85056914,1.609437912,7.783224016,0.693147181,0.263007031,-0.133531393
19.85056914,1.609437912,7.783224016,0.693147181,0.26772108,-0.127833372
19.85056914,1.609437912,7.783224016,0.693147181,0.27249697,-0.122167634
19.85056914,1.609437912,7.783224016,0.693147181,0.277354601,-0.116533816
19.85056914,1.609437912,7.783224016,0.693147181,0.282313461,-0.110931561
19.85056914,1.609437912,7.783224016,0.693147181,0.287351255,-0.105360516
19.85056914,1.609437912,7.783224016,0.693147181,0.292507819,-0.099820335
19.85056914,1.609437912,7.783224016,0.693147181,0.297781195,-0.094310679
19.85056914,1.609437912,7.783224016,0.693147181,0.303149047,-0.088831214
19.85056914,1.609437912,7.783224016,0.693147181,0.308670447,-0.083381609
19.85056914,1.609437912,7.783224016,0.693147181,0.314342703,-0.077961541
19.85056914,1.609437912,7.783224016,0.693147181,0.320163091,-0.072570693
19.85056914,1.609437912,7.783224016,0.693147181,0.326168636,-0.06720875
19.85056914,1.609437912,7.783224016,0.693147181,0.332375586,-0.061875404
