LN_Ra_,LN_St_,LN_Re_,LN_LbyD_,LN_Fo_,LN_MF_
19.85056914,1.609437912,7.783224016,1.945910149,0.222797568,-1.406497068
19.85056914,1.609437912,7.783224016,1.945910149,0.230203789,-1.386294361
19.85056914,1.609437912,7.783224016,1.945910149,0.237512088,-1.366491734
19.85056914,1.609437912,7.783224016,1.945910149,0.244681044,-1.347073648
19.85056914,1.609437912,7.783224016,1.945910149,0.251756114,-1.328025453
19.85056914,1.609437912,7.783224016,1.945910149,0.25869636,-1.30933332
19.85056914,1.609437912,7.783224016,1.945910149,0.2655465,-1.290984181
19.85056914,1.609437912,7.783224016,1.945910149,0.272308051,-1.272965676
19.85056914,1.609437912,7.783224016,1.945910149,0.27896163,-1.255266099
19.85056914,1.609437912,7.783224016,1.945910149,0.285529798,-1.237874356
19.85056914,1.609437912,7.783224016,1.945910149,0.291993358,-1.220779923
19.85056914,1.609437912,7.783224016,1.945910149,0.298374503,-1.203972804
19.85056914,1.609437912,7.783224016,1.945910149,0.304674539,-1.187443502
19.85056914,1.609437912,7.783224016,1.945910149,0.310874538,-1.171182982
19.85056914,1.609437912,7.783224016,1.945910149,0.316996184,-1.15518264
19.85056914,1.609437912,7.783224016,1.945910149,0.32306063,-1.139434283
19.85056914,1.609437912,7.783224016,1.945910149,0.329048851,-1.123930097
19.85056914,1.609437912,7.783224016,1.945910149,0.33496199,-1.108662625
19.85056914,1.609437912,7.783224016,1.945910149,0.340801165,-1.093624747
19.85056914,1.609437912,7.783224016,1.945910149,0.346586951,-1.078809661
19.85056914,1.609437912,7.783224016,1.945910149,0.352300697,-1.064210862
19.85056914,1.609437912,7.783224016,1.945910149,0.357943442,-1.049822124
19.85056914,1.609437912,7.783224016,1.945910149,0.363535363,-1.03563749
19.85056914,1.609437912,7.783224016,1.945910149,0.369058074,-1.021651248
19.85056914,1.609437912,7.783224016,1.945910149,0.3745315,-1.007857925
19.85056914,1.609437912,7.783224016,1.945910149,0.37993743,-0.994252273
19.85056914,1.609437912,7.783224016,1.945910149,0.385295542,-0.980829253
19.85056914,1.609437912,7.783224016,1.945910149,0.390587797,-0.967584026
19.85056914,1.609437912,7.783224016,1.945910149,0.395833637,-0.954511945
19.85056914,1.609437912,7.783224016,1.945910149,0.401015188,-0.94160854
19.85056914,1.609437912,7.783224016,1.945910149,0.406151665,-0.928869514
19.85056914,1.609437912,7.783224016,1.945910149,0.411243624,-0.916290732
19.85056914,1.609437912,7.783224016,1.945910149,0.416291609,-0.903868212
19.85056914,1.609437912,7.783224016,1.945910149,0.421296152,-0.891598119
19.85056914,1.609437912,7.783224016,1.945910149,0.426257778,-0.879476759
19.85056914,1.609437912,7.783224016,1.945910149,0.431176998,-0.867500568
19.85056914,1.609437912,7.783224016,1.945910149,0.436036493,-0.85566611
19.85056914,1.609437912,7.783224016,1.945910149,0.440854751,-0.84397007
19.85056914,1.609437912,7.783224016,1.945910149,0.445649905,-0.832409248
19.85056914,1.609437912,7.783224016,1.945910149,0.450387039,-0.820980552
19.85056914,1.609437912,7.783224016,1.945910149,0.455084352,-0.809680997
19.85056914,1.609437912,7.783224016,1.945910149,0.459759703,-0.798507696
19.85056914,1.609437912,7.783224016,1.945910149,0.464395973,-0.78745786
19.85056914,1.609437912,7.783224016,1.945910149,0.468993603,-0.776528789
19.85056914,1.609437912,7.783224016,1.945910149,0.473553025,-0.765717873
19.85056914,1.609437912,7.783224016,1.945910149,0.478074665,-0.755022584
19.85056914,1.609437912,7.783224016,1.945910149,0.482575951,-0.744440475
19.85056914,1.609437912,7.783224016,1.945910149,0.487040131,-0.733969175
19.85056914,1.609437912,7.783224016,1.945910149,0.491383298,-0.723606388
19.85056914,1.609437912,7.783224016,1.945910149,0.495640521,-0.713349888
19.85056914,1.609437912,7.783224016,1.945910149,0.499829535,-0.703197516
19.85056914,1.609437912,7.783224016,1.945910149,0.503967771,-0.693147181
19.85056914,1.609437912,7.783224016,1.945910149,0.508072369,-0.68319685
19.85056914,1.609437912,7.783224016,1.945910149,0.512127156,-0.673344553
19.85056914,1.609437912,7.783224016,1.945910149,0.516165567,-0.663588378
19.85056914,1.609437912,7.783224016,1.945910149,0.520138582,-0.653926467
19.85056914,1.609437912,7.783224016,1.945910149,0.524046913,-0.644357016
19.85056914,1.609437912,7.783224016,1.945910149,0.527858738,-0.634878272
19.85056914,1.609437912,7.783224016,1.945910149,0.531623693,-0.625488532
19.85056914,1.609437912,7.783224016,1.945910149,0.535358388,-0.616186139
19.85056914,1.609437912,7.783224016,1.945910149,0.539030955,-0.606969484
19.85056914,1.609437912,7.783224016,1.945910149,0.542658043,-0.597837001
19.85056914,1.609437912,7.783224016,1.945910149,0.546272023,-0.588787165
19.85056914,1.609437912,7.783224016,1.945910149,0.549857084,-0.579818495
19.85056914,1.609437912,7.783224016,1.945910149,0.553429339,-0.570929548
19.85056914,1.609437912,7.783224016,1.945910149,0.556988878,-0.562118918
19.85056914,1.609437912,7.783224016,1.945910149,0.560535791,-0.553385238
19.85056914,1.609437912,7.783224016,1.945910149,0.564085849,-0.544727175
19.85056914,1.609437912,7.783224016,1.945910149,0.567607724,-0.536143432
19.85056914,1.609437912,7.783224016,1.945910149,0.571132809,-0.527632742
19.85056914,1.609437912,7.783224016,1.945910149,0.574645511,-0.519193873
19.85056914,1.609437912,7.783224016,1.945910149,0.578145917,-0.510825624
19.85056914,1.609437912,7.783224016,1.945910149,0.581634113,-0.502526821
19.85056914,1.609437912,7.783224016,1.945910149,0.585110184,-0.494296322
19.85056914,1.609437912,7.783224016,1.945910149,0.588589515,-0.486133011
19.85056914,1.609437912,7.783224016,1.945910149,0.592056782,-0.478035801
19.85056914,1.609437912,7.783224016,1.945910149,0.595512068,-0.470003629
19.85056914,1.609437912,7.783224016,1.945910149,0.598955457,-0.46203546
19.85056914,1.609437912,7.783224016,1.945910149,0.60240212,-0.45413028
19.85056914,1.609437912,7.783224016,1.945910149,0.605867022,-0.446287103
19.85056914,1.609437912,7.783224016,1.945910149,0.609484803,-0.438504962
19.85056914,1.609437912,7.783224016,1.945910149,0.61291036,-0.430782916
19.85056914,1.609437912,7.783224016,1.945910149,0.616383751,-0.423120043
19.85056914,1.609437912,7.783224016,1.945910149,0.619948923,-0.415515444
19.85056914,1.609437912,7.783224016,1.945910149,0.62335366,-0.407968238
19.85056914,1.609437912,7.783224016,1.945910149,0.626864662,-0.400477567
19.85056914,1.609437912,7.783224016,1.945910149,0.630334029,-0.393042588
19.85056914,1.609437912,7.783224016,1.945910149,0.63382065,-0.385662481
19.85056914,1.609437912,7.783224016,1.945910149,0.63730973,-0.378336441
19.85056914,1.609437912,7.783224016,1.945910149,0.640786679,-0.371063681
19.85056914,1.609437912,7.783224016,1.945910149,0.644237108,-0.363843433
19.85056914,1.609437912,7.783224016,1.945910149,0.647690095,-0.356674944
19.85056914,1.609437912,7.783224016,1.945910149,0.651174319,-0.349557476
19.85056914,1.609437912,7.783224016,1.945910149,0.654603475,-0.342490309
19.85056914,1.609437912,7.783224016,1.945910149,0.658020913,-0.335472736
19.85056914,1.609437912,7.783224016,1.945910149,0.661483615,-0.328504067
19.85056914,1.609437912,7.783224016,1.945910149,0.66492019,-0.321583624
19.85056914,1.609437912,7.783224016,1.945910149,0.668344997,-0.314710745
19.85056914,1.609437912,7.783224016,1.945910149,0.671758114,-0.30788478
19.85056914,1.609437912,7.783224016,1.945910149,0.675159621,-0.301105093
19.85056914,1.609437912,7.783224016,1.945910149,0.678563582,-0.294371061
19.85056914,1.609437912,7.783224016,1.945910149,0.681955994,-0.287682072
19.85056914,1.609437912,7.783224016,1.945910149,0.685350828,-0.28103753
19.85056914,1.609437912,7.783224016,1.945910149,0.688720332,-0.274436846
19.85056914,1.609437912,7.783224016,1.945910149,0.692106113,-0.267879445
19.85056914,1.609437912,7.783224016,1.945910149,0.69545297,-0.261364764
19.85056914,1.609437912,7.783224016,1.945910149,0.698816072,-0.25489225
19.85056914,1.609437912,7.783224016,1.945910149,0.702181558,-0.248461359
19.85056914,1.609437912,7.783224016,1.945910149,0.705522144,-0.242071561
19.85056914,1.609437912,7.783224016,1.945910149,0.708851607,-0.235722334
19.85056914,1.609437912,7.783224016,1.945910149,0.712197066,-0.229413164
19.85056914,1.609437912,7.783224016,1.945910149,0.715571799,-0.223143551
19.85056914,1.609437912,7.783224016,1.945910149,0.718921751,-0.216913002
19.85056914,1.609437912,7.783224016,1.945910149,0.722247131,-0.210721031
19.85056914,1.609437912,7.783224016,1.945910149,0.725601516,-0.204567166
19.85056914,1.609437912,7.783224016,1.945910149,0.728984577,-0.198450939
19.85056914,1.609437912,7.783224016,1.945910149,0.73234298,-0.192371893
19.85056914,1.609437912,7.783224016,1.945910149,0.735690142,-0.186329578
19.85056914,1.609437912,7.783224016,1.945910149,0.739078791,-0.180323554
19.85056914,1.609437912,7.783224016,1.945910149,0.742364161,-0.174353387
19.85056914,1.609437912,7.783224016,1.945910149,0.74565185,-0.168418652
19.85056914,1.609437912,7.783224016,1.945910149,0.748967866,-0.162518929
19.85056914,1.609437912,7.783224016,1.945910149,0.752285913,-0.15665381
19.85056914,1.609437912,7.783224016,1.945910149,0.755618882,-0.15082289
19.85056914,1.609437912,7.783224016,1.945910149,0.758979492,-0.145025772
19.85056914,1.609437912,7.783224016,1.945910149,0.762341705,-0.139262067
19.85056914,1.609437912,7.783224016,1.945910149,0.765718287,-0.133531393
19.85056914,1.609437912,7.783224016,1.945910149,0.769121827,-0.127833372
19.85056914,1.609437912,7.783224016,1.945910149,0.772552012,-0.122167634
19.85056914,1.609437912,7.783224016,1.945910149,0.775995843,-0.116533816
19.85056914,1.609437912,7.783224016,1.945910149,0.779465783,-0.110931561
19.85056914,1.609437912,7.783224016,1.945910149,0.782961517,-0.105360516
19.85056914,1.609437912,7.783224016,1.945910149,0.786482736,-0.099820335
19.85056914,1.609437912,7.783224016,1.945910149,0.790041637,-0.094310679
19.85056914,1.609437912,7.783224016,1.945910149,0.793637775,-0.088831214
19.85056914,1.609437912,7.783224016,1.945910149,0.797270705,-0.083381609
19.85056914,1.609437912,7.783224016,1.945910149,0.800952352,-0.077961541
19.85056914,1.609437912,7.783224016,1.945910149,0.804669805,-0.072570693
19.85056914,1.609437912,7.783224016,1.945910149,0.808447179,-0.06720875
19.85056914,1.609437912,7.783224016,1.945910149,0.812283744,-0.061875404
19.85056914,1.609437912,7.783224016,1.945910149,0.816178766,-0.056570351
19.85056914,1.609437912,7.783224016,1.945910149,0.820155785,-0.051293294
19.85056914,1.609437912,7.783224016,1.945910149,0.824213765,-0.046043939
19.85056914,1.609437912,7.783224016,1.945910149,0.828375738,-0.040821995
19.85056914,1.609437912,7.783224016,1.945910149,0.832664316,-0.035627178
19.85056914,1.609437912,7.783224016,1.945910149,0.837089737,-0.030459207
19.85056914,1.609437912,7.783224016,1.945910149,0.841697629,-0.025317808
19.85056914,1.609437912,7.783224016,1.945910149,0.846532678,-0.020202707
19.85056914,1.609437912,7.783224016,1.945910149,0.851697358,-0.015113638
19.85056914,1.609437912,7.783224016,1.945910149,0.857373594,-0.010050336
19.85056914,1.609437912,7.783224016,1.945910149,0.864017362,-0.005012542
19.85056914,1.609437912,7.783224016,1.945910149,0.88061903,6.66134E-16
19.85056914,1.609437912,7.783224016,2.079441542,-1.342075418,-5.298317367
19.85056914,1.609437912,7.783224016,2.079441542,-1.030318398,-4.605170186
19.85056914,1.609437912,7.783224016,2.079441542,-0.837344277,-4.199705078
19.85056914,1.609437912,7.783224016,2.079441542,-0.701276941,-3.912023005
19.85056914,1.609437912,7.783224016,2.079441542,-0.595777492,-3.688879454
19.85056914,1.609437912,7.783224016,2.079441542,-0.513394631,-3.506557897
19.85056914,1.609437912,7.783224016,2.079441542,-0.444610576,-3.352407217
19.85056914,1.609437912,7.783224016,2.079441542,-0.387050947,-3.218875825
19.85056914,1.609437912,7.783224016,2.079441542,-0.337711988,-3.101092789
19.85056914,1.609437912,7.783224016,2.079441542,-0.294423368,-2.995732274
19.85056914,1.609437912,7.783224016,2.079441542,-0.256344616,-2.900422094
19.85056914,1.609437912,7.783224016,2.079441542,-0.222447813,-2.813410717
19.85056914,1.609437912,7.783224016,2.079441542,-0.191930764,-2.733368009
19.85056914,1.609437912,7.783224016,2.079441542,-0.164394606,-2.659260037
19.85056914,1.609437912,7.783224016,2.079441542,-0.139369238,-2.590267165
19.85056914,1.609437912,7.783224016,2.079441542,-0.116533119,-2.525728644
19.85056914,1.609437912,7.783224016,2.079441542,-0.095692008,-2.465104022
19.85056914,1.609437912,7.783224016,2.079441542,-0.076317088,-2.407945609
19.85056914,1.609437912,7.783224016,2.079441542,-0.058157282,-2.353878387
19.85056914,1.609437912,7.783224016,2.079441542,-0.041039081,-2.302585093
19.85056914,1.609437912,7.783224016,2.079441542,-0.02483044,-2.253794929
19.85056914,1.609437912,7.783224016,2.079441542,-0.009381029,-2.207274913
19.85056914,1.609437912,7.783224016,2.079441542,0.00536736,-2.162823151
19.85056914,1.609437912,7.783224016,2.079441542,0.019550064,-2.120263536
19.85056914,1.609437912,7.783224016,2.079441542,0.033241186,-2.079441542
19.85056914,1.609437912,7.783224016,2.079441542,0.046431683,-2.040220829
19.85056914,1.609437912,7.783224016,2.079441542,0.059190693,-2.002480501
19.85056914,1.609437912,7.783224016,2.079441542,0.071558045,-1.966112856
19.85056914,1.609437912,7.783224016,2.079441542,0.08354615,-1.931021537
19.85056914,1.609437912,7.783224016,2.079441542,0.095166714,-1.897119985
19.85056914,1.609437912,7.783224016,2.079441542,0.106480348,-1.864330162
19.85056914,1.609437912,7.783224016,2.079441542,0.117495874,-1.832581464
19.85056914,1.609437912,7.783224016,2.079441542,0.12819742,-1.801809805
19.85056914,1.609437912,7.783224016,2.079441542,0.138665689,-1.771956842
19.85056914,1.609437912,7.783224016,2.079441542,0.148859263,-1.742969305
19.85056914,1.609437912,7.783224016,2.079441542,0.158808888,-1.714798428
19.85056914,1.609437912,7.783224016,2.079441542,0.168520769,-1.687399454
19.85056914,1.609437912,7.783224016,2.079441542,0.178023901,-1.660731207
19.85056914,1.609437912,7.783224016,2.079441542,0.187323303,-1.63475572
19.85056914,1.609437912,7.783224016,2.079441542,0.196423789,-1.609437912
19.85056914,1.609437912,7.783224016,2.079441542,0.20535242,-1.5847453
19.85056914,1.609437912,7.783224016,2.079441542,0.214068532,-1.560647748
19.85056914,1.609437912,7.783224016,2.079441542,0.222599022,-1.537117251
19.85056914,1.609437912,7.783224016,2.079441542,0.230969846,-1.514127733
19.85056914,1.609437912,7.783224016,2.079441542,0.239184384,-1.491654877
19.85056914,1.609437912,7.783224016,2.079441542,0.247202841,-1.46967597
19.85056914,1.609437912,7.783224016,2.079441542,0.255050728,-1.448169765
19.85056914,1.609437912,7.783224016,2.079441542,0.26275273,-1.427116356
19.85056914,1.609437912,7.783224016,2.079441542,0.270332762,-1.406497068
19.85056914,1.609437912,7.783224016,2.079441542,0.277793138,-1.386294361
19.85056914,1.609437912,7.783224016,2.079441542,0.285136093,-1.366491734
19.85056914,1.609437912,7.783224016,2.079441542,0.292363797,-1.347073648
19.85056914,1.609437912,7.783224016,2.079441542,0.299478346,-1.328025453
19.85056914,1.609437912,7.783224016,2.079441542,0.306502062,-1.30933332
19.85056914,1.609437912,7.783224016,2.079441542,0.313416348,-1.290984181
19.85056914,1.609437912,7.783224016,2.079441542,0.320243136,-1.272965676
19.85056914,1.609437912,7.783224016,2.079441542,0.326964007,-1.255266099
19.85056914,1.609437912,7.783224016,2.079441542,0.333580775,-1.237874356
19.85056914,1.609437912,7.783224016,2.079441542,0.340114816,-1.220779923
19.85056914,1.609437912,7.783224016,2.079441542,0.34654797,-1.203972804
19.85056914,1.609437912,7.783224016,2.079441542,0.352901269,-1.187443502
19.85056914,1.609437912,7.783224016,2.079441542,0.359137472,-1.171182982
19.85056914,1.609437912,7.783224016,2.079441542,0.365296769,-1.15518264
19.85056914,1.609437912,7.783224016,2.079441542,0.371380337,-1.139434283
19.85056914,1.609437912,7.783224016,2.079441542,0.377389321,-1.123930097
19.85056914,1.609437912,7.783224016,2.079441542,0.383324839,-1.108662625
19.85056914,1.609437912,7.783224016,2.079441542,0.389206658,-1.093624747
19.85056914,1.609437912,7.783224016,2.079441542,0.395016947,-1.078809661
19.85056914,1.609437912,7.783224016,2.079441542,0.400756747,-1.064210862
19.85056914,1.609437912,7.783224016,2.079441542,0.406445432,-1.049822124
19.85056914,1.609437912,7.783224016,2.079441542,0.412047174,-1.03563749
19.85056914,1.609437912,7.783224016,2.079441542,0.417617712,-1.021651248
19.85056914,1.609437912,7.783224016,2.079441542,0.423103229,-1.007857925
19.85056914,1.609437912,7.783224016,2.079441542,0.428522907,-0.994252273
19.85056914,1.609437912,7.783224016,2.079441542,0.433877648,-0.980829253
19.85056914,1.609437912,7.783224016,2.079441542,0.439186102,-0.967584026
19.85056914,1.609437912,7.783224016,2.079441542,0.444448852,-0.954511945
19.85056914,1.609437912,7.783224016,2.079441542,0.44966647,-0.94160854
19.85056914,1.609437912,7.783224016,2.079441542,0.454822025,-0.928869514
19.85056914,1.609437912,7.783224016,2.079441542,0.459933734,-0.916290732
19.85056914,1.609437912,7.783224016,2.079441542,0.465002134,-0.903868212
19.85056914,1.609437912,7.783224016,2.079441542,0.470027747,-0.891598119
19.85056914,1.609437912,7.783224016,2.079441542,0.475011089,-0.879476759
19.85056914,1.609437912,7.783224016,2.079441542,0.479935607,-0.867500568
19.85056914,1.609437912,7.783224016,2.079441542,0.484802045,-0.85566611
19.85056914,1.609437912,7.783224016,2.079441542,0.489644915,-0.84397007
19.85056914,1.609437912,7.783224016,2.079441542,0.494447634,-0.832409248
19.85056914,1.609437912,7.783224016,2.079441542,0.499193935,-0.820980552
19.85056914,1.609437912,7.783224016,2.079441542,0.503917814,-0.809680997
19.85056914,1.609437912,7.783224016,2.079441542,0.508602909,-0.798507696
19.85056914,1.609437912,7.783224016,2.079441542,0.513233159,-0.78745786
19.85056914,1.609437912,7.783224016,2.079441542,0.517842069,-0.776528789
19.85056914,1.609437912,7.783224016,2.079441542,0.522397139,-0.765717873
19.85056914,1.609437912,7.783224016,2.079441542,0.526947828,-0.755022584
19.85056914,1.609437912,7.783224016,2.079441542,0.531445502,-0.744440475
19.85056914,1.609437912,7.783224016,2.079441542,0.535923037,-0.733969175
19.85056914,1.609437912,7.783224016,2.079441542,0.540380613,-0.723606388
19.85056914,1.609437912,7.783224016,2.079441542,0.544738476,-0.713349888
19.85056914,1.609437912,7.783224016,2.079441542,0.548966003,-0.703197516
19.85056914,1.609437912,7.783224016,2.079441542,0.553112321,-0.693147181
19.85056914,1.609437912,7.783224016,2.079441542,0.557209942,-0.68319685
19.85056914,1.609437912,7.783224016,2.079441542,0.561243667,-0.673344553
19.85056914,1.609437912,7.783224016,2.079441542,0.565245524,-0.663588378
19.85056914,1.609437912,7.783224016,2.079441542,0.56920023,-0.653926467
19.85056914,1.609437912,7.783224016,2.079441542,0.57309274,-0.644357016
19.85056914,1.609437912,7.783224016,2.079441542,0.576923716,-0.634878272
19.85056914,1.609437912,7.783224016,2.079441542,0.580724651,-0.625488532
19.85056914,1.609437912,7.783224016,2.079441542,0.584480466,-0.616186139
19.85056914,1.609437912,7.783224016,2.079441542,0.588206921,-0.606969484
19.85056914,1.609437912,7.783224016,2.079441542,0.591904291,-0.597837001
19.85056914,1.609437912,7.783224016,2.079441542,0.595557653,-0.588787165
19.85056914,1.609437912,7.783224016,2.079441542,0.599197716,-0.579818495
19.85056914,1.609437912,7.783224016,2.079441542,0.602809492,-0.570929548
19.85056914,1.609437912,7.783224016,2.079441542,0.606393239,-0.562118918
19.85056914,1.609437912,7.783224016,2.079441542,0.609994143,-0.553385238
19.85056914,1.609437912,7.783224016,2.079441542,0.613567204,-0.544727175
19.85056914,1.609437912,7.783224016,2.079441542,0.617127544,-0.536143432
19.85056914,1.609437912,7.783224016,2.079441542,0.62069007,-0.527632742
19.85056914,1.609437912,7.783224016,2.079441542,0.624239949,-0.519193873
19.85056914,1.609437912,7.783224016,2.079441542,0.627777272,-0.510825624
19.85056914,1.609437912,7.783224016,2.079441542,0.631316787,-0.502526821
19.85056914,1.609437912,7.783224016,2.079441542,0.634843817,-0.494296322
19.85056914,1.609437912,7.783224016,2.079441542,0.63837301,-0.486133011
19.85056914,1.609437912,7.783224016,2.079441542,0.641904297,-0.478035801
19.85056914,1.609437912,7.783224016,2.079441542,0.645452069,-0.470003629
19.85056914,1.609437912,7.783224016,2.079441542,0.649001703,-0.46203546
19.85056914,1.609437912,7.783224016,2.079441542,0.652524428,-0.45413028
19.85056914,1.609437912,7.783224016,2.079441542,0.656063392,-0.446287103
19.85056914,1.609437912,7.783224016,2.079441542,0.659589877,-0.438504962
19.85056914,1.609437912,7.783224016,2.079441542,0.663103969,-0.430782916
19.85056914,1.609437912,7.783224016,2.079441542,0.666605755,-0.423120043
19.85056914,1.609437912,7.783224016,2.079441542,0.670109425,-0.415515444
19.85056914,1.609437912,7.783224016,2.079441542,0.673586808,-0.407968238
19.85056914,1.609437912,7.783224016,2.079441542,0.677066146,-0.400477567
19.85056914,1.609437912,7.783224016,2.079441542,0.68053342,-0.393042588
19.85056914,1.609437912,7.783224016,2.079441542,0.684002622,-0.385662481
19.85056914,1.609437912,7.783224016,2.079441542,0.68745983,-0.378336441
19.85056914,1.609437912,7.783224016,2.079441542,0.69091894,-0.371063681
19.85056914,1.609437912,7.783224016,2.079441542,0.694366126,-0.363843433
19.85056914,1.609437912,7.783224016,2.079441542,0.697828905,-0.356674944
19.85056914,1.609437912,7.783224016,2.079441542,0.701266064,-0.349557476
19.85056914,1.609437912,7.783224016,2.079441542,0.704705072,-0.342490309
19.85056914,1.609437912,7.783224016,2.079441542,0.708132295,-0.335472736
19.85056914,1.609437912,7.783224016,2.079441542,0.711574872,-0.328504067
19.85056914,1.609437912,7.783224016,2.079441542,0.715005639,-0.321583624
19.85056914,1.609437912,7.783224016,2.079441542,0.718424676,-0.314710745
19.85056914,1.609437912,7.783224016,2.079441542,0.721872238,-0.30788478
19.85056914,1.609437912,7.783224016,2.079441542,0.725281264,-0.301105093
19.85056914,1.609437912,7.783224016,2.079441542,0.728705309,-0.294371061
19.85056914,1.609437912,7.783224016,2.079441542,0.732130925,-0.287682072
19.85056914,1.609437912,7.783224016,2.079441542,0.735531636,-0.28103753
19.85056914,1.609437912,7.783224016,2.079441542,0.738947152,-0.274436846
19.85056914,1.609437912,7.783224016,2.079441542,0.742337921,-0.267879445
19.85056914,1.609437912,7.783224016,2.079441542,0.745743383,-0.261364764
19.85056914,1.609437912,7.783224016,2.079441542,0.749137288,-0.25489225
19.85056914,1.609437912,7.783224016,2.079441542,0.752519713,-0.248461359
19.85056914,1.609437912,7.783224016,2.079441542,0.755903679,-0.242071561
19.85056914,1.609437912,7.783224016,2.079441542,0.759276233,-0.235722334
19.85056914,1.609437912,7.783224016,2.079441542,0.762650308,-0.229413164
19.85056914,1.609437912,7.783224016,2.079441542,0.7660771,-0.223143551
19.85056914,1.609437912,7.783224016,2.079441542,0.769517727,-0.216913002
19.85056914,1.609437912,7.783224016,2.079441542,0.772933832,-0.210721031
19.85056914,1.609437912,7.783224016,2.079441542,0.776325625,-0.204567166
19.85056914,1.609437912,7.783224016,2.079441542,0.779705953,-0.198450939
19.85056914,1.609437912,7.783224016,2.079441542,0.783087489,-0.192371893
19.85056914,1.609437912,7.783224016,2.079441542,0.786445075,-0.186329578
19.85056914,1.609437912,7.783224016,2.079441542,0.789816449,-0.180323554
19.85056914,1.609437912,7.783224016,2.079441542,0.793188965,-0.174353387
19.85056914,1.609437912,7.783224016,2.079441542,0.796562573,-0.168418652
19.85056914,1.609437912,7.783224016,2.079441542,0.79994961,-0.162518929
19.85056914,1.609437912,7.783224016,2.079441542,0.803349901,-0.15665381
19.85056914,1.609437912,7.783224016,2.079441542,0.806750972,-0.15082289
19.85056914,1.609437912,7.783224016,2.079441542,0.810165034,-0.145025772
19.85056914,1.609437912,7.783224016,2.079441542,0.813591916,-0.139262067
19.85056914,1.609437912,7.783224016,2.079441542,0.817043623,-0.133531393
19.85056914,1.609437912,7.783224016,2.079441542,0.820495591,-0.127833372
19.85056914,1.609437912,7.783224016,2.079441542,0.823984051,-0.122167634
19.85056914,1.609437912,7.783224016,2.079441542,0.827472434,-0.116533816
19.85056914,1.609437912,7.783224016,2.079441542,0.83099672,-0.110931561
19.85056914,1.609437912,7.783224016,2.079441542,0.834544523,-0.105360516
19.85056914,1.609437912,7.783224016,2.079441542,0.83811555,-0.099820335
19.85056914,1.609437912,7.783224016,2.079441542,0.841721387,-0.094310679
19.85056914,1.609437912,7.783224016,2.079441542,0.845349778,-0.088831214
19.85056914,1.609437912,7.783224016,2.079441542,0.849024016,-0.083381609
19.85056914,1.609437912,7.783224016,2.079441542,0.852743549,-0.077961541
19.85056914,1.609437912,7.783224016,2.079441542,0.856507823,-0.072570693
19.85056914,1.609437912,7.783224016,2.079441542,0.860327944,-0.06720875
19.85056914,1.609437912,7.783224016,2.079441542,0.864203218,-0.061875404
19.85056914,1.609437912,7.783224016,2.079441542,0.868144521,-0.056570351
19.85056914,1.609437912,7.783224016,2.079441542,0.872162539,-0.051293294
19.85056914,1.609437912,7.783224016,2.079441542,0.876267762,-0.046043939
19.85056914,1.609437912,7.783224016,2.079441542,0.880459056,-0.040821995
19.85056914,1.609437912,7.783224016,2.079441542,0.884780786,-0.035627178
19.85056914,1.609437912,7.783224016,2.079441542,0.889231192,-0.030459207
19.85056914,1.609437912,7.783224016,2.079441542,0.893864858,-0.025317808
19.85056914,1.609437912,7.783224016,2.079441542,0.898735263,-0.020202707
19.85056914,1.609437912,7.783224016,2.079441542,0.903905835,-0.015113638
19.85056914,1.609437912,7.783224016,2.079441542,0.909582736,-0.010050336
19.85056914,1.609437912,7.783224016,2.079441542,0.916231468,-0.005012542
19.85056914,1.609437912,7.783224016,2.079441542,0.932407512,6.66134E-16
19.85056914,1.609437912,7.783224016,2.197224577,-1.288174766,-5.298317367
19.85056914,1.609437912,7.783224016,2.197224577,-0.974009898,-4.605170186
19.85056914,1.609437912,7.783224016,2.197224577,-0.781375227,-4.199705078
19.85056914,1.609437912,7.783224016,2.197224577,-0.644140141,-3.912023005
19.85056914,1.609437912,7.783224016,2.197224577,-0.542128884,-3.688879454
19.85056914,1.609437912,7.783224016,2.197224577,-0.460253837,-3.506557897
19.85056914,1.609437912,7.783224016,2.197224577,-0.393444127,-3.352407217
19.85056914,1.609437912,7.783224016,2.197224577,-0.337364316,-3.218875825
19.85056914,1.609437912,7.783224016,2.197224577,-0.289109506,-3.101092789
19.85056914,1.609437912,7.783224016,2.197224577,-0.247232531,-2.995732274
19.85056914,1.609437912,7.783224016,2.197224577,-0.21033309,-2.900422094
19.85056914,1.609437912,7.783224016,2.197224577,-0.177541072,-2.813410717
19.85056914,1.609437912,7.783224016,2.197224577,-0.148184915,-2.733368009
19.85056914,1.609437912,7.783224016,2.197224577,-0.121780845,-2.659260037
19.85056914,1.609437912,7.783224016,2.197224577,-0.097939064,-2.590267165
19.85056914,1.609437912,7.783224016,2.197224577,-0.076019637,-2.525728644
19.85056914,1.609437912,7.783224016,2.197224577,-0.055677158,-2.465104022
19.85056914,1.609437912,7.783224016,2.197224577,-0.036654806,-2.407945609
19.85056914,1.609437912,7.783224016,2.197224577,-0.018689403,-2.353878387
19.85056914,1.609437912,7.783224016,2.197224577,-0.001648282,-2.302585093
19.85056914,1.609437912,7.783224016,2.197224577,0.014591309,-2.253794929
19.85056914,1.609437912,7.783224016,2.197224577,0.030170299,-2.207274913
19.85056914,1.609437912,7.783224016,2.197224577,0.045115166,-2.162823151
